class	seq-4_PFM-11	seq-4_PFM-10	seq-4_PFM-3	seq-4_PFM-6	seq-4_PFM-7	seq-4_PFM-5	seq-4_PFM-2	seq-4_PFM-8	seq-4_PFM-1	seq-4_PFM-4	seq-struct-8_PFM-3	seq-struct-8_PFM-9	seq-struct-8_PFM-6	seq-struct-8_PFM-7	seq-struct-8_PFM-5	seq-struct-8_PFM-2	seq-struct-8_PFM-8	seq-struct-8_PFM-1	seq-struct-8_PFM-4	seq-struct-16_PFM-11	seq-struct-16_PFM-10	seq-struct-16_PFM-3	seq-struct-16_PFM-9	seq-struct-16_PFM-6	seq-struct-16_PFM-7	seq-struct-16_PFM-5	seq-struct-16_PFM-2	seq-struct-16_PFM-8	seq-struct-16_PFM-1	seq-struct-16_PFM-4	struct-4_PFM-1	struct-7_PFM-1
1	0.0008688975292324406	0.0037265144442175354	3.6040505326200726e-06	0.0004905282727583673	0.0010503088304767254	0.0024464599324040617	5.591581793032925e-06	0.0024183419387119537	4.3617869045671465e-07	0.036973143617317156	5.489323829486508e-05	6.352179558074216e-05	0.006187118027949016	0.0014949928417166381	8.622623067233503e-05	1.5253240550962032e-06	0.003151647445566319	2.1796284414584284e-07	8.24783833317649e-06	4.567135787129432e-06	0.001789190338988843	4.0387377015087795e-08	5.305208488658122e-05	0.000471613590069383	0.0009222840079045694	1.06312971247456e-10	0.00019304712438707286	5.93684905929036e-05	2.5758430718464407e-10	4.343148937212326e-07	0.7083676491571774	2.555671844649585
1	0.07945867592772402	0.5821732901793893	0.1860025067558892	0.23149626064288403	0.29379495295549946	0.07961548177546639	0.025927388837305516	1.535897318781664	0.08095461290279866	0.1570588433720574	0.039434422118158126	0.0011428266476043835	0.13643259883432662	0.1576791042128346	0.08289504695085032	0.0016536718971878295	0.0016683936209432727	2.1774942982600823e-05	3.300295280030592e-05	0.0003109588505059894	0.0018369474030628145	4.659226936128109e-08	0.13581724634859582	0.00019051831027030387	0.06165047938177934	0.02768624931881638	0.02216304860460612	0.043624252730970564	0.00010147005492620629	0.0006483465643461598	0.6965564289218888	0.6531676961088965
1	0.15749293181378549	0.04203630754554471	0.14322268588595677	6.063751052369494e-05	8.95409699268232e-05	0.047818026918572294	0.005461279183528712	0.06745268475021346	0.32607464725809515	0.04079996507166739	0.5972410078311867	0.012955645006785624	0.006957266102984783	0.010000792974524584	0.028929233286864343	5.693716274106381e-05	0.00027392585922208704	0.3003262621892786	0.01024678653285002	0.09559900775905744	0.00016168703984124593	4.287753164515861e-08	0.0007952175216594815	0.000348489137728973	0.05838624754428078	1.3444445996434802e-10	0.0018621738354059332	5.74861010825884e-13	0.21864153647081647	0.13897632256045217	0.7083676491571774	2.555671844649585
1	0.07885107625348728	0.047093617585178646	0.0049160359522054655	0.0076447832690927624	0.29064411375855526	0.07935512259048111	3.167022733357762e-05	0.04412204512690955	0.0015710394246141314	0.099445281685036	0.009697015826027507	0.0010029011665945334	0.024955600338432155	0.0147633875548406	0.0003782448998004217	1.6478638642050511e-06	0.0017391260475644885	5.448413160524904e-06	8.823006311428581e-07	0.039543908468437035	0.003095411565760375	0.0014217425871466032	0.0009404757041756536	0.030250892717079265	0.0004582996460907002	6.323771896176097e-06	1.660534478546706e-05	3.4919889612690884e-12	1.882463015535059e-05	0.0011029460135345214	1.3645126956394331	2.555671844649585
1	1.0645301352997971	0.2303591115850518	0.2357590525185951	0.04971147615071232	0.29059079426793893	0.06653113362428018	0.23707728809348205	1.53531217145462	0.6878529897609487	0.3836308699686405	0.6940917782952092	0.0777144644497872	0.029693984820232527	0.03625079942649803	0.013421791718910673	1.3479668272076427e-05	0.06692214510838909	0.6285643271479012	0.71669936146383	0.220270161408405	0.25936548922818065	0.00020927978989368937	0.0009133190286750376	0.0975673693513208	0.022767961461032188	1.2729460766531047e-06	0.0003225961324523765	6.169165905502687e-13	0.335938601167847	0.4843953787932973	1.3645126956394331	2.555671844649585
1	0.17162127599999025	0.009641839256442512	0.06565372062351243	5.654552076885721e-05	0.0007439819342473852	0.05253989352720491	0.24377127626665462	0.7691814171719826	0.005540326280386302	0.1865917658078875	0.0024671083703974757	0.0005585879524458092	0.014986725383664138	0.0018669811469081538	0.007211776193121843	0.019681699320978623	0.00320718202647219	2.6653856653944835e-06	0.23147313959667892	0.01973009622683716	0.0013178970602446712	2.09798896999668e-07	0.0004962894426997393	0.0009530045463742742	0.003423560343226118	5.017790239249054e-07	0.057999452716841024	0.03656373510081542	1.9412163904587714e-06	0.0076393166497672835	1.3645126956394331	2.555671844649585
1	0.0015153439622294632	0.009641839256442512	0.005537320865264008	0.0010417014746269854	0.0004595327576189528	0.03847552845317441	4.534722340638504e-05	0.02328788364165675	2.9000544122184782e-05	0.1657004482591977	6.469125771508362e-05	0.0004226253899511119	0.018396778132318565	0.0024795040195926847	0.00442706757118503	0.011921337984810002	0.0020311369599893036	4.825635760868129e-07	2.897310692921379e-05	0.019305599158878608	0.00046035913502496384	2.09798896999668e-07	0.00022979677280482235	0.0009530045463742742	0.0004809806751250801	3.6143901816e-14	0.0036512716904847945	6.974922610365428e-08	1.303923556792218e-06	0.007639300029385522	1.3645126956394331	2.555671844649585
1	0.2980045591084185	0.39882738530334744	0.23433904134398445	0.012676396790051428	0.17115331349226337	0.07289766189024469	0.026216482741184495	0.07411511747087114	0.037322060215906644	0.1564762171465513	0.5003902373671644	0.0635413657387405	0.028376113824249857	8.666030491947402e-06	0.0008135927775556773	6.203618797231533e-07	0.06018751677377431	0.02660857402233613	0.4619314583617175	0.12986490886027757	0.029308809697923786	0.00918610697943625	4.8156341462850824e-05	0.06582177179756678	2.9798426799304918e-05	2.9548345824e-14	8.864163070095037e-06	1.6417221911999998e-19	0.22195967206395492	0.3429030312404854	1.3645126956394331	2.555671844649585
1	1.6373002467494655	0.7919174569584637	0.6340758036061609	0.04720165201945145	0.0827856147483235	0.08541566974171665	0.5385631550473688	0.8105002877762768	1.301560563756341	0.42484661415920466	0.8146819658013538	0.07631869852698993	0.015970820683990902	0.020716874077759545	0.8861533304949566	0.33327177894348825	0.001548550368044198	0.5897402821217648	0.71669936146383	4.631081287277327e-07	3.120983628271736e-14	0.985652885036205	0.011985293048570947	0.1885528101477917	0.1004300727639223	1.365605958653585e-05	0.3060692274829032	1.2494497467275995e-05	5.889533546949247e-21	1.940417490716796e-09	5.460450700036791e-05	2.934661855375661e-07
1	0.5945595602808064	0.10778448301617746	0.08843122745721439	0.0030014081108757215	0.0013466943065400055	0.08511507904297339	0.11174898924177129	0.08580216150331248	0.00775164288039587	0.18689370893588517	0.18092080372221936	0.07409802035235802	0.016020571971663816	0.002886821377353718	0.0002294952398103295	1.3646703706378384e-06	0.11597244207708927	0.011948797731732373	0.0036577669337540236	0.05938320888546548	8.023696487140076e-06	0.01700954687162834	0.001202343787072036	0.07673406896956061	0.0009904551278190903	1.4528872970421181e-05	7.901227917312821e-06	0.0037225452552255454	0.0033476949071342913	0.18175124877139304	0.052222602674921875	2.555671844649585
